T | CPU0 | CPU1 | CPU2 | CPU3 | IO0 | IO1 | 
305 : 3 5 - - | - - | 
306 : 3 5 - - | - - | 
307 : 3 5 - - | - - | 
308 : 3 5 - - | - - | 
309 : 3 5 - - | - - | 
310 : 3 5 - - | - - | 
311 : 3 5 - - | - - | 
312 : 3 5 - - | - - | 
313 : 3 5 - - | - - | 
314 : 3 5 - - | - - | 
315 : 3 5 - - | - - | 
316 : 3 5 - - | - - | 
317 : 3 5 - - | - - | 
318 : 3 5 - - | - - | 
319 : 3 5 - - | - - | 
320 : 3 - - - | - 5 | 
321 : 3 - - - | - 5 | 
322 : 3 - - - | - 5 | 
323 : 3 - - - | - 5 | 
324 : 3 - - - | - 5 | 
325 : 3 - - - | - 5 | 
326 : 3 - - - | - 5 | 
327 : 3 - - - | - 5 | 
328 : 3 - - - | - 5 | 
329 : 3 - - - | - 5 | 
330 : 5 3 - - | - - | 
331 : 5 3 - - | - - | 
332 : 5 3 - - | - - | 
333 : 5 3 - - | - - | 
334 : 5 3 - - | - - | 
335 : 5 3 - - | - - | 
336 : 5 3 - - | - - | 
337 : 5 3 - - | - - | 
338 : 5 3 - - | - - | 
339 : 5 3 - - | - - | 
340 : 5 3 - - | - - | 
341 : 5 3 - - | - - | 
342 : 5 3 - - | - - | 
343 : 5 3 - - | - - | 
344 : 5 - - - | - 3 | 
345 : 5 - - - | - 3 | 
346 : 5 - - - | - 3 | 
347 : 5 - - - | - 3 | 
348 : 5 - - - | - 3 | 
349 : 5 - - - | - 3 | 
350 : 5 - - - | - 3 | 
351 : 5 - - - | - 3 | 
352 : 5 - - - | - 3 | 
353 : 5 - - - | - 3 | 
354 : - - - - | - 3 | 
355 : - - - - | - 3 | 
356 : - - - - | - 3 | 
357 : - - - - | - 3 | 
358 : - - - - | - 5 | 
359 : - - - - | - 5 | 
360 : - - - - | - 5 | 
361 : - - - - | - 5 | 
362 : - - - - | - 5 | 
363 : - - - - | - 5 | 
364 : - - - - | - 5 | 
365 : - - - - | - 5 | 
366 : - - - - | - 5 | 
367 : - - - - | - 5 | 
368 : - - - - | - 5 | 
369 : - - - - | - 5 | 
